Time (MDT),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,
12:53 AM,64.0 °F,50.0 °F,60%,29.77 in,10.0 mi,SSW,10.4 mph,  -,N/A,	 ,Mostly Cloudy
1:53 AM,62.1 °F,50.0 °F,65%,29.77 in,10.0 mi,WSW,9.2 mph,  -,N/A,	 ,Scattered Clouds
2:53 AM,57.9 °F,48.9 °F,72%,29.78 in,10.0 mi,South,8.1 mph,  -,N/A,	 ,Partly Cloudy
3:53 AM,61.0 °F,48.9 °F,64%,29.76 in,10.0 mi,SW,10.4 mph,  -,N/A,	 ,Partly Cloudy
4:53 AM,64.0 °F,48.0 °F,56%,29.75 in,10.0 mi,SW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
5:53 AM,63.0 °F,48.0 °F,58%,29.75 in,10.0 mi,SW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
6:53 AM,60.1 °F,48.0 °F,64%,29.78 in,10.0 mi,SSW,8.1 mph,  -,N/A,	 ,Scattered Clouds
7:53 AM,69.1 °F,48.0 °F,47%,29.76 in,10.0 mi,SSW,13.8 mph,  -,N/A,	 ,Scattered Clouds
8:53 AM,73.9 °F,46.0 °F,37%,29.75 in,10.0 mi,WSW,11.5 mph,  -,N/A,	 ,Scattered Clouds
9:53 AM,79.0 °F,43.0 °F,28%,29.73 in,10.0 mi,WSW,8.1 mph,  -,N/A,	 ,Scattered Clouds
10:53 AM,84.0 °F,39.9 °F,21%,29.73 in,10.0 mi,Variable,3.5 mph,  -,N/A,	 ,Scattered Clouds
11:53 AM,84.9 °F,37.0 °F,18%,29.71 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
12:53 PM,87.1 °F,36.0 °F,16%,29.69 in,10.0 mi,East,5.8 mph,  -,N/A,	 ,Scattered Clouds
1:53 PM,90.0 °F,37.9 °F,16%,29.68 in,10.0 mi,NNE,5.8 mph,  -,N/A,	 ,Mostly Cloudy
2:53 PM,89.1 °F,36.0 °F,15%,29.66 in,10.0 mi,Variable,6.9 mph,  -,N/A,	 ,Mostly Cloudy
3:53 PM,87.1 °F,39.0 °F,18%,29.65 in,10.0 mi,East,12.7 mph,  -,N/A,	 ,Mostly Cloudy
4:53 PM,86.0 °F,39.9 °F,20%,29.64 in,10.0 mi,East,10.4 mph,  -,N/A,	 ,Mostly Cloudy
5:53 PM,79.0 °F,42.1 °F,27%,29.68 in,10.0 mi,NNW,11.5 mph,  -,N/A,Thunderstorm,Thunderstorm
6:08 PM,79.0 °F,42.1 °F,27%,29.92 in,10.0 mi,NNW,15.0 mph,  -,N/A,Thunderstorm,Mostly Cloudy
6:19 PM,77.0 °F,45.0 °F,32%,29.93 in,10.0 mi,WSW,12.7 mph,  -,0.00 in,"Rain
	,
Thunderstorm",Light Thunderstorms and Rain
6:30 PM,75.9 °F,46.9 °F,36%,29.94 in,10.0 mi,SW,18.4 mph,  -,0.00 in,"Rain
	,
Thunderstorm",Light Rain
6:53 PM,68.0 °F,51.1 °F,55%,29.77 in,7.0 mi,SSW,16.1 mph,  -,0.00 in,"Rain
	,
Thunderstorm",Light Rain
7:35 PM,66.0 °F,53.1 °F,63%,29.95 in,10.0 mi,East,9.2 mph,  -,0.01 in,Rain,Light Rain
7:53 PM,68.0 °F,51.1 °F,55%,29.72 in,10.0 mi,SE,5.8 mph,18.4 mph,0.01 in,	 ,Mostly Cloudy
7:55 PM,66.9 °F,52.0 °F,59%,29.94 in,10.0 mi,SE,5.8 mph,18.4 mph,N/A,Thunderstorm,Mostly Cloudy
8:12 PM,68.0 °F,50.0 °F,52%,29.94 in,10.0 mi,ESE,6.9 mph,  -,N/A,	 ,Mostly Cloudy
8:53 PM,66.0 °F,51.1 °F,59%,29.70 in,10.0 mi,SSE,5.8 mph,  -,N/A,	 ,Mostly Cloudy
9:53 PM,64.0 °F,51.1 °F,63%,29.69 in,10.0 mi,South,12.7 mph,  -,N/A,	 ,Mostly Cloudy
10:53 PM,62.1 °F,53.1 °F,72%,29.68 in,10.0 mi,SSE,11.5 mph,  -,N/A,	 ,Scattered Clouds
11:37 PM,64.0 °F,54.0 °F,70%,29.97 in,10.0 mi,SSE,12.7 mph,24.2 mph,N/A,	 ,Mostly Cloudy
11:50 PM,64.4 °F,53.6 °F,68%,29.95 in,10.0 mi,South,12.7 mph,  -,N/A,	 ,Mostly Cloudy
11:53 PM,64.0 °F,54.0 °F,70%,29.69 in,10.0 mi,SSE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
