Time (MDT),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,
12:31 AM,60.1 °F,55.9 °F,86%,30.18 in,10.0 mi,WNW,10.4 mph,  -,N/A,	 ,Scattered Clouds
12:53 AM,60.1 °F,55.9 °F,86%,29.97 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Partly Cloudy
1:53 AM,60.1 °F,55.0 °F,83%,29.95 in,10.0 mi,West,8.1 mph,  -,N/A,	 ,Partly Cloudy
2:13 AM,59.0 °F,55.9 °F,90%,30.16 in,10.0 mi,WNW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
2:51 AM,60.8 °F,57.2 °F,88%,30.16 in,7.0 mi,WNW,9.2 mph,  -,N/A,	 ,Overcast
2:53 AM,60.1 °F,57.0 °F,90%,29.94 in,7.0 mi,WNW,9.2 mph,  -,N/A,	 ,Overcast
3:53 AM,60.1 °F,57.0 °F,90%,29.93 in,6.0 mi,WNW,10.4 mph,  -,N/A,	 ,Overcast
4:53 AM,60.1 °F,57.0 °F,90%,29.94 in,6.0 mi,West,8.1 mph,  -,N/A,	 ,Overcast
5:53 AM,60.1 °F,57.0 °F,90%,29.94 in,5.0 mi,West,4.6 mph,  -,N/A,	 ,Overcast
6:07 AM,60.1 °F,57.0 °F,90%,30.16 in,2.5 mi,West,5.8 mph,  -,N/A,	 ,Overcast
6:53 AM,60.1 °F,55.9 °F,86%,29.96 in,2.5 mi,West,5.8 mph,  -,N/A,	 ,Overcast
7:07 AM,60.1 °F,55.9 °F,86%,30.17 in,4.0 mi,West,4.6 mph,  -,N/A,	 ,Overcast
7:53 AM,62.1 °F,55.9 °F,80%,29.95 in,4.0 mi,West,5.8 mph,  -,N/A,	 ,Haze
8:53 AM,64.9 °F,55.9 °F,73%,29.95 in,7.0 mi,South,5.8 mph,  -,N/A,	 ,Partly Cloudy
9:53 AM,71.1 °F,54.0 °F,55%,29.92 in,10.0 mi,SW,4.6 mph,  -,N/A,	 ,Partly Cloudy
10:53 AM,78.1 °F,53.1 °F,42%,29.90 in,10.0 mi,NNE,5.8 mph,  -,N/A,	 ,Partly Cloudy
11:53 AM,80.1 °F,52.0 °F,38%,29.91 in,10.0 mi,ENE,5.8 mph,  -,N/A,	 ,Partly Cloudy
12:53 PM,82.9 °F,46.9 °F,28%,29.88 in,10.0 mi,East,9.2 mph,  -,N/A,	 ,Partly Cloudy
1:53 PM,84.9 °F,48.0 °F,28%,29.85 in,10.0 mi,ENE,12.7 mph,  -,N/A,	 ,Scattered Clouds
2:53 PM,86.0 °F,44.1 °F,23%,29.83 in,10.0 mi,NE,8.1 mph,  -,N/A,	 ,Scattered Clouds
3:39 PM,79.0 °F,50.0 °F,36%,30.06 in,10.0 mi,North,19.6 mph,  -,0.00 in,"Rain
	,
Thunderstorm",Light Thunderstorms and Rain
3:53 PM,78.1 °F,51.1 °F,39%,29.86 in,10.0 mi,North,13.8 mph,  -,0.00 in,Thunderstorm,Mostly Cloudy
4:11 PM,79.0 °F,48.0 °F,34%,30.09 in,10.0 mi,WNW,29.9 mph,36.8 mph,0.00 in,"Rain
	,
Thunderstorm",Light Rain
4:18 PM,73.9 °F,52.0 °F,46%,30.10 in,10.0 mi,NW,28.8 mph,36.8 mph,0.00 in,"Rain
	,
Thunderstorm",Light Thunderstorms and Rain
4:48 PM,69.8 °F,51.8 °F,53%,30.09 in,10.0 mi,Calm,Calm,  -,0.00 in,"Rain
	,
Thunderstorm",Light Rain
4:53 PM,68.0 °F,54.0 °F,61%,29.91 in,10.0 mi,SSE,16.1 mph,  -,0.00 in,"Rain
	,
Thunderstorm",Light Rain
5:06 PM,70.0 °F,55.9 °F,61%,30.09 in,10.0 mi,SSE,12.7 mph,  -,0.00 in,	 ,Mostly Cloudy
5:53 PM,72.0 °F,54.0 °F,53%,29.87 in,10.0 mi,SE,10.4 mph,  -,0.00 in,	 ,Mostly Cloudy
6:53 PM,69.1 °F,52.0 °F,54%,29.88 in,10.0 mi,SSE,16.1 mph,  -,N/A,	 ,Mostly Cloudy
7:53 PM,64.9 °F,53.1 °F,65%,29.88 in,10.0 mi,SSE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
8:53 PM,62.1 °F,53.1 °F,72%,29.88 in,10.0 mi,SSE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
9:53 PM,62.1 °F,51.1 °F,67%,29.88 in,10.0 mi,South,13.8 mph,  -,N/A,	 ,Scattered Clouds
10:53 PM,62.1 °F,50.0 °F,65%,29.86 in,10.0 mi,South,13.8 mph,  -,N/A,	 ,Scattered Clouds
11:53 PM,60.1 °F,51.1 °F,72%,29.88 in,10.0 mi,SSW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
