Time (MDT),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,
12:53 AM,61.0 °F,48.0 °F,62%,29.75 in,10.0 mi,South,13.8 mph,  -,N/A,	 ,Partly Cloudy
1:53 AM,63.0 °F,46.9 °F,56%,29.72 in,10.0 mi,SSW,15.0 mph,  -,N/A,	 ,Scattered Clouds
2:53 AM,64.9 °F,45.0 °F,48%,29.71 in,10.0 mi,SW,10.4 mph,  -,N/A,	 ,Mostly Cloudy
3:53 AM,64.9 °F,45.0 °F,48%,29.69 in,10.0 mi,SW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
4:53 AM,64.0 °F,45.0 °F,50%,29.72 in,10.0 mi,West,8.1 mph,  -,N/A,	 ,Mostly Cloudy
5:53 AM,59.0 °F,48.9 °F,69%,29.77 in,10.0 mi,North,5.8 mph,  -,N/A,	 ,Mostly Cloudy
6:53 AM,59.0 °F,51.1 °F,75%,29.82 in,10.0 mi,West,13.8 mph,  -,N/A,	 ,Mostly Cloudy
7:53 AM,60.1 °F,52.0 °F,75%,29.85 in,10.0 mi,West,11.5 mph,  -,N/A,	 ,Mostly Cloudy
8:53 AM,64.0 °F,52.0 °F,65%,29.86 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Mostly Cloudy
9:53 AM,69.1 °F,51.1 °F,53%,29.84 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
10:53 AM,73.0 °F,51.1 °F,46%,29.83 in,10.0 mi,Variable,3.5 mph,  -,N/A,	 ,Mostly Cloudy
11:53 AM,78.1 °F,48.9 °F,36%,29.83 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
12:53 PM,78.1 °F,46.0 °F,32%,29.81 in,10.0 mi,East,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1:53 PM,81.0 °F,45.0 °F,28%,29.78 in,10.0 mi,East,3.5 mph,  -,N/A,	 ,Mostly Cloudy
2:53 PM,84.0 °F,44.1 °F,25%,29.73 in,10.0 mi,ENE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
3:53 PM,84.9 °F,44.1 °F,24%,29.73 in,10.0 mi,East,15.0 mph,19.6 mph,N/A,	 ,Mostly Cloudy
4:33 PM,82.0 °F,46.0 °F,28%,30.00 in,10.0 mi,ENE,15.0 mph,  -,N/A,Thunderstorm,Mostly Cloudy
4:53 PM,73.0 °F,55.0 °F,53%,29.78 in,8.0 mi,NE,17.3 mph,  -,0.01 in,"Rain
	,
Thunderstorm",Light Rain
5:22 PM,75.9 °F,53.1 °F,45%,30.00 in,10.0 mi,East,11.5 mph,  -,0.00 in,	 ,Mostly Cloudy
5:53 PM,75.9 °F,46.9 °F,36%,29.81 in,10.0 mi,NE,17.3 mph,  -,0.00 in,	 ,Mostly Cloudy
6:53 PM,73.9 °F,50.0 °F,43%,29.84 in,10.0 mi,ESE,21.9 mph,28.8 mph,N/A,	 ,Mostly Cloudy
7:35 PM,69.1 °F,52.0 °F,54%,30.07 in,10.0 mi,SSE,16.1 mph,  -,N/A,Thunderstorm,Mostly Cloudy
7:53 PM,66.9 °F,54.0 °F,63%,29.88 in,10.0 mi,SE,13.8 mph,  -,N/A,Thunderstorm,Mostly Cloudy
8:02 PM,66.0 °F,54.0 °F,65%,30.10 in,10.0 mi,Calm,Calm,  -,N/A,Thunderstorm,Thunderstorm
8:06 PM,66.0 °F,54.0 °F,65%,30.11 in,10.0 mi,NNW,12.7 mph,  -,N/A,Thunderstorm,Thunderstorm
8:34 PM,60.1 °F,55.9 °F,86%,30.15 in,3.0 mi,North,21.9 mph,  -,0.29 in,"Rain
	,
Thunderstorm",Heavy Thunderstorms and Rain
8:44 PM,60.1 °F,57.9 °F,93%,30.15 in,3.0 mi,NE,12.7 mph,  -,0.38 in,"Rain
	,
Thunderstorm",Heavy Thunderstorms and Rain
8:53 PM,60.1 °F,57.9 °F,93%,29.97 in,5.0 mi,NE,12.7 mph,  -,0.58 in,"Rain
	,
Thunderstorm",Thunderstorms and Rain
9:10 PM,60.1 °F,57.9 °F,93%,30.08 in,6.0 mi,ESE,27.6 mph,  -,0.02 in,"Rain
	,
Thunderstorm",Light Thunderstorms and Rain
9:22 PM,60.1 °F,57.9 °F,93%,30.08 in,9.0 mi,East,26.5 mph,33.4 mph,0.03 in,"Rain
	,
Thunderstorm",Light Rain
9:38 PM,60.1 °F,57.0 °F,90%,30.09 in,10.0 mi,ESE,21.9 mph,31.1 mph,0.03 in,	 ,Mostly Cloudy
9:53 PM,60.1 °F,57.0 °F,90%,29.89 in,10.0 mi,East,17.3 mph,  -,0.03 in,	 ,Mostly Cloudy
10:53 PM,60.1 °F,55.9 °F,86%,29.92 in,10.0 mi,SW,5.8 mph,  -,N/A,	 ,Partly Cloudy
11:53 PM,59.0 °F,54.0 °F,83%,29.91 in,10.0 mi,SW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
